"N2_PPM","N2O3_PPM","N2O4_PPM","N2O5_PPM","NO2_PPM","NO3_PPM","NO_PPM","O2_PPM","O3_PPM","O_PPM","Phi","T","U:0","U:1","U:2","vtkGhostType","Points:0","Points:1","Points:2"
789948,9.72453e-07,0.0154739,9.73102,221.825,0.0324489,0.142618,209657,162.581,0.000298035,2.73057,344.506,-0.341339,0.00358801,-0.218772,0,-0.0619679,-0.0169986,-1.54923e-19
789948,9.68251e-07,0.0154576,9.7286,221.705,0.032483,0.142075,209657,162.962,0.000298746,2.72269,344.505,-0.359514,0.00888017,-0.210879,0,-0.0614677,-0.0169986,-1.54923e-19
789948,9.65577e-07,0.0154353,9.7364,221.54,0.0325464,0.141783,209657,163.401,0.000299567,2.71336,344.505,-0.383426,0.0145845,-0.203272,0,-0.0609674,-0.0169986,-1.54923e-19
789948,9.63604e-07,0.0154062,9.75552,221.326,0.0326426,0.141626,209657,163.903,0.000300512,2.70243,344.504,-0.410874,0.0187738,-0.198387,0,-0.0604672,-0.0169986,-1.54923e-19
789947,9.58407e-07,0.015366,9.79842,221.032,0.0328022,0.141043,209657,164.475,0.000301593,2.68947,344.503,-0.442221,0.0219131,-0.198533,0,-0.059967,-0.0169986,-1.54923e-19
789947,9.47843e-07,0.015314,9.872,220.655,0.0330383,0.139722,209657,165.079,0.000302744,2.67504,344.503,-0.474025,0.0235244,-0.205198,0,-0.0594667,-0.0169986,-1.54923e-19
789947,9.36722e-07,0.0152544,9.96544,220.221,0.0333245,0.138347,209657,165.707,0.000303946,2.65967,344.502,-0.501616,0.0244854,-0.215713,0,-0.0589665,-0.0169986,-1.54923e-19
789947,9.24865e-07,0.0151923,10.0735,219.77,0.0336395,0.136877,209657,166.279,0.00030505,2.64505,344.502,-0.531208,0.0216941,-0.22619,0,-0.0584663,-0.0169986,-1.54923e-19
789947,9.22926e-07,0.0151344,10.1823,219.35,0.033944,0.136856,209657,166.751,0.000305965,2.63253,344.502,-0.553805,0.0184207,-0.229208,0,-0.057966,-0.0169986,-1.54923e-19
789947,9.4617e-07,0.0150923,10.2857,219.048,0.0341961,0.140507,209657,166.899,0.000306274,2.62661,344.502,-0.571092,0.0129303,-0.216299,0,-0.0574658,-0.0169986,-1.54923e-19
789947,1.00816e-06,0.0150758,10.3714,218.935,0.0343483,0.149796,209657,166.598,0.000305738,2.6301,344.503,-0.581898,0.00521589,-0.189032,0,-0.0569655,-0.0169986,-1.54923e-19
789947,1.15932e-06,0.0151143,10.4024,219.226,0.03426,0.171984,209657,165.454,0.000303606,2.65211,344.505,-0.582172,-0.00415043,-0.144499,0,-0.0564653,-0.0169986,-1.54923e-19
789948,1.42077e-06,0.0152164,10.3514,219.98,0.0338678,0.209877,209658,163.481,0.000299904,2.69382,344.508,-0.570782,-0.0120354,-0.0945376,0,-0.0559651,-0.0169986,-1.54923e-19
789949,1.84854e-06,0.0154113,10.155,221.399,0.0330057,0.270931,209658,160.518,0.00029431,2.76236,344.511,-0.553654,-0.0168692,-0.0455879,0,-0.0554648,-0.0169986,-1.54923e-19
789951,2.37834e-06,0.0156584,9.85208,223.179,0.0318615,0.345469,209659,157.214,0.000288057,2.84401,344.514,-0.539397,-0.0211255,-0.0123404,0,-0.0549646,-0.0169986,-1.54923e-19
789952,2.94585e-06,0.0159253,9.48083,225.08,0.0305958,0.423964,209659,154.035,0.000282026,2.92895,344.516,-0.525785,-0.0289737,0.00258448,0,-0.0544644,-0.0169986,-1.54923e-19
789953,3.4572e-06,0.0161654,9.13531,226.784,0.0294502,0.494171,209659,151.28,0.000276797,3.00554,344.518,-0.507737,-0.0405084,0.00361127,0,-0.0539641,-0.0169986,-1.54923e-19
789954,3.87138e-06,0.0163597,8.84718,228.154,0.0285252,0.550385,209659,149.141,0.000272734,3.06758,344.52,-0.476402,-0.0520439,-0.00110877,0,-0.0534639,-0.0169986,-1.54923e-19
789955,4.19214e-06,0.0165098,8.62245,229.209,0.0278142,0.593716,209660,147.512,0.000269642,3.11635,344.521,-0.443986,-0.0520317,-0.00155862,0,-0.0529637,-0.0169986,-1.54923e-19
789955,4.43347e-06,0.0166168,8.46293,229.96,0.0273092,0.626267,209660,146.347,0.00026743,3.15168,344.522,-0.411299,-0.0427302,0.00690425,0,-0.0524634,-0.0169986,-1.54923e-19
789955,4.63803e-06,0.0167042,8.32934,230.569,0.0268965,0.653653,209660,145.43,0.00026569,3.18034,344.522,-0.383864,-0.0321903,0.0255393,0,-0.0519632,-0.0169986,-1.54923e-19
789956,4.84272e-06,0.0167911,8.19282,231.174,0.0264825,0.680969,209660,144.547,0.000264011,3.20841,344.523,-0.359938,-0.0265322,0.0477298,0,-0.051463,-0.0169986,-1.54923e-19
789956,5.01877e-06,0.0168665,8.06795,231.697,0.0261183,0.704311,209660,143.836,0.000262657,3.2318,344.523,-0.335199,-0.0246826,0.0697353,0,-0.0509627,-0.0169986,-1.54923e-19
789956,5.15523e-06,0.0169254,7.96556,232.105,0.0258258,0.72243,209660,143.316,0.000261663,3.24935,344.523,-0.312191,-0.023906,0.0861642,0,-0.0504625,-0.0169986,-1.54923e-19
789956,5.2047e-06,0.0169536,7.91027,232.301,0.0256779,0.72894,209660,143.115,0.000261274,3.25664,344.523,-0.291768,-0.0247282,0.102113,0,-0.0499622,-0.0169986,-1.54923e-19
789956,5.2003e-06,0.0169697,7.87629,232.413,0.0255948,0.72813,209660,143.024,0.000261095,3.26023,344.523,-0.274252,-0.0277756,0.124309,0,-0.049462,-0.0169986,-1.54923e-19
789956,5.14758e-06,0.0169592,7.88639,232.342,0.0256362,0.721071,209660,143.18,0.000261388,3.25551,344.523,-0.254817,-0.0298914,0.146043,0,-0.0489618,-0.0169986,-1.54923e-19
789956,5.14126e-06,0.0169772,7.85472,232.466,0.0255567,0.719862,209660,143.038,0.000261115,3.26047,344.523,-0.24518,-0.0281341,0.17635,0,-0.0484615,-0.0169986,-1.54923e-19
789956,5.16109e-06,0.0170007,7.81402,232.628,0.0254499,0.722165,209660,142.843,0.000260742,3.26723,344.523,-0.237798,-0.023866,0.204856,0,-0.0479613,-0.0169986,-1.54923e-19
789956,5.20664e-06,0.0170385,7.74827,232.887,0.0252768,0.72774,209660,142.53,0.000260143,3.27813,344.523,-0.238091,-0.0187568,0.230849,0,-0.0474611,-0.0169986,-1.54923e-19
789957,5.27275e-06,0.0170897,7.6545,233.237,0.0250363,0.735875,209660,142.144,0.000259402,3.29208,344.523,-0.24166,-0.0163628,0.253208,0,-0.0469608,-0.0169986,-1.54923e-19
789957,5.33502e-06,0.0171462,7.54809,233.622,0.0247701,0.743347,209660,141.742,0.00025863,3.30693,344.523,-0.242827,-0.0173029,0.271334,0,-0.0464606,-0.0169986,-1.54923e-19
789957,5.39656e-06,0.017208,7.43077,234.043,0.0244803,0.750581,209660,141.315,0.000257807,3.323,344.523,-0.237383,-0.0202157,0.285249,0,-0.0459604,-0.0169986,-1.54923e-19
789957,5.47669e-06,0.0172836,7.29224,234.557,0.0241334,0.760082,209659,140.756,0.000256735,3.34363,344.524,-0.221725,-0.025748,0.295673,0,-0.0454601,-0.0169986,-1.54923e-19
789957,5.56807e-06,0.0173654,7.14599,235.113,0.0237649,0.770953,209659,140.127,0.000255532,3.36672,344.524,-0.199043,-0.0331218,0.302341,0,-0.0449599,-0.0169986,-1.54923e-19
789958,5.6826e-06,0.0174529,6.99305,235.706,0.023375,0.784836,209659,139.427,0.000254197,3.39234,344.524,-0.170394,-0.0422299,0.305855,0,-0.0444597,-0.0169986,-1.54923e-19
789958,5.81571e-06,0.0175556,6.82253,236.4,0.0229332,0.800867,209659,138.546,0.000252522,3.42419,344.524,-0.141659,-0.051242,0.310511,0,-0.0439594,-0.0169986,-1.54923e-19
789958,5.94667e-06,0.0176427,6.67489,236.988,0.0225541,0.816861,209659,137.82,0.000251141,3.45095,344.525,-0.108505,-0.0592544,0.312123,0,-0.0434592,-0.0169986,-1.54923e-19
789959,6.08932e-06,0.0177382,6.5174,237.63,0.0221472,0.834181,209659,136.997,0.000249578,3.4814,344.525,-0.0764404,-0.0650522,0.323296,0,-0.0429589,-0.0169986,-1.54923e-19
789959,6.17077e-06,0.0177827,6.43043,237.928,0.0219377,0.844267,209659,136.713,0.00024903,3.49315,344.525,-0.0427895,-0.0647916,0.33724,0,-0.0424587,-0.0169986,-1.54923e-19
789959,6.16815e-06,0.0177663,6.42725,237.815,0.0219628,0.844289,209659,137.077,0.000249704,3.48221,344.525,-0.0088853,-0.0594548,0.361306,0,-0.0419585,-0.0169986,-1.54923e-19
789958,6.07302e-06,0.0176968,6.49957,237.343,0.0221996,0.832883,209659,137.993,0.000251416,3.45217,344.524,0.0313946,-0.0536154,0.39177,0,-0.0414582,-0.0169986,-1.54923e-19
789958,5.91037e-06,0.0175896,6.62758,236.616,0.0225922,0.813026,209659,139.29,0.000253851,3.40922,344.523,0.0826946,-0.0444847,0.425272,0,-0.040958,-0.0169986,-1.54923e-19
789957,5.70325e-06,0.0174491,6.80948,235.659,0.0231328,0.78759,209659,140.897,0.000256875,3.35655,344.521,0.137515,-0.0290698,0.448972,0,-0.0404578,-0.0169986,-1.54923e-19
789956,5.43628e-06,0.0172645,7.06366,234.398,0.0238715,0.754615,209659,142.908,0.000260671,3.29108,344.52,0.183845,-0.00365606,0.453518,0,-0.0399575,-0.0169986,-1.54923e-19
789955,4.96825e-06,0.0169624,7.5092,232.32,0.0251584,0.695372,209658,146.038,0.0002666,3.19178,344.518,0.20631,0.0242653,0.42397,0,-0.0394573,-0.0169986,-1.54923e-19
789953,4.2316e-06,0.016509,8.22016,229.174,0.0272127,0.599965,209658,150.524,0.000275131,3.0534,344.516,0.207588,0.0506417,0.34867,0,-0.0389571,-0.0169986,-1.54923e-19
789951,3.26888e-06,0.0159089,9.24102,224.95,0.0301757,0.471658,209658,156.067,0.000285743,2.88962,344.513,0.200889,0.0669592,0.235308,0,-0.0384568,-0.0169986,-1.54923e-19
789949,2.2375e-06,0.0152233,10.5116,220.04,0.0338914,0.329903,209658,161.889,0.000296982,2.72296,344.512,0.171872,0.0629085,0.110699,0,-0.0379566,-0.0169986,-1.54923e-19
789947,1.44747e-06,0.0146293,11.725,215.71,0.0374444,0.217912,209659,166.321,0.00030564,2.59658,344.511,0.13631,0.0446676,0.0122564,0,-0.0374563,-0.0169986,-1.54923e-19
789946,1.00024e-06,0.0142437,12.5878,212.858,0.0399628,0.152791,209659,168.764,0.000310484,2.52443,344.512,0.101916,0.0264571,-0.0504472,0,-0.0369561,-0.0169986,-1.54923e-19
789946,7.94638e-07,0.0140486,13.0677,211.404,0.0413415,0.122299,209660,169.715,0.000312419,2.49272,344.513,0.0779669,0.0116759,-0.0910999,0,-0.0364559,-0.0169986,-1.54923e-19
789946,7.14223e-07,0.0139779,13.2777,210.878,0.0419117,0.110217,209660,169.798,0.000312641,2.48517,344.514,0.0628281,0.0036077,-0.116019,0,-0.0359556,-0.0169986,-1.54923e-19
789946,6.80237e-07,0.0139601,13.3721,210.749,0.0421314,0.105042,209660,169.51,0.000312131,2.48781,344.515,0.0505285,-0.000643796,-0.134127,0,-0.0354554,-0.0169986,-1.54923e-19
789946,6.68707e-07,0.0139752,13.3957,210.87,0.0421349,0.103206,209660,168.982,0.000311146,2.49699,344.516,0.0402659,-0.0022591,-0.147731,0,-0.0349552,-0.0169986,-1.54923e-19
789947,6.64785e-07,0.0140048,13.3927,211.1,0.0420515,0.102492,209660,168.315,0.000309893,2.50961,344.517,0.030722,-0.00280156,-0.157706,0,-0.0344549,-0.0169986,-1.54923e-19
789947,6.61542e-07,0.0140275,13.4334,211.28,0.0420583,0.101911,209661,167.479,0.000308338,2.52428,344.518,0.0196234,-0.00300014,-0.169862,0,-0.0339547,-0.0169986,-1.54923e-19
789947,6.60759e-07,0.0140537,13.4708,211.485,0.0420495,0.101697,209661,166.592,0.000306685,2.54018,344.52,0.0103512,-0.00374735,-0.170666,0,-0.0334545,-0.0169986,-1.54923e-19
789948,6.6127e-07,0.0140798,13.4907,211.688,0.0420106,0.101683,209661,165.84,0.000305277,2.55415,344.521,0.00173609,-0.0058891,-0.163852,0,-0.0329542,-0.0169986,-1.54923e-19
789948,6.70245e-07,0.0141534,13.3,212.237,0.0414927,0.102794,209661,165.572,0.000304717,2.56492,344.52,-8.79694e-05,-0.0017461,-0.0563051,0,-0.032454,-0.0169986,-1.54923e-19
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.0319538,-0.0169986,-1.54923e-19
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.0314535,-0.0169986,-1.54923e-19
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.0309533,-0.0169986,-1.54923e-19
789640,0,0,0,1.45593e-29,0,6.68538e-32,209460,899.998,0.0017847,3.25025e-32,343.25,0.517475,16.2646,-0.0300209,0,-0.030453,-0.0169986,-1.54923e-19
789640,0,0,0,1.45539e-29,0,6.68264e-32,209460,899.998,0.00178368,3.24906e-32,343.25,0.299148,16.5777,-0.00117126,0,-0.0299528,-0.0169986,-1.54923e-19
789640,0,0,0,1.50546e-29,0,6.90926e-32,209460,899.998,0.00178564,3.36082e-32,343.25,0.0827825,16.0259,0.0357502,0,-0.0294526,-0.0169986,-1.54923e-19
789640,0,0,0,1.5115e-29,0,6.93606e-32,209460,899.998,0.00178565,3.37431e-32,343.25,-0.126061,15.9324,0.121418,0,-0.0289523,-0.0169986,-1.54923e-19
789640,0,0,0,1.51061e-29,0,6.93207e-32,209460,899.998,0.00178521,3.37232e-32,343.25,0.00050477,16.0424,-0.0738786,0,-0.0284521,-0.0169986,-1.54923e-19
789640,0,0,0,1.46767e-29,0,6.73812e-32,209460,899.998,0.00178455,3.27647e-32,343.25,-0.0199495,16.4592,0.0087713,0,-0.0279519,-0.0169986,-1.54923e-19
789640,0,0,0,1.49305e-29,0,6.85214e-32,209460,899.998,0.00178371,3.33312e-32,343.25,0.00416544,16.3088,0.0313452,0,-0.0274516,-0.0169986,-1.54923e-19
789640,0,0,0,1.50351e-29,0,6.90085e-32,209460,899.998,0.00178581,3.35646e-32,343.25,0.0589718,16.0963,0.103229,0,-0.0269514,-0.0169986,-1.54923e-19
789640,0,0,0,1.49635e-29,0,6.86804e-32,209460,899.998,0.00178537,3.3405e-32,343.25,-0.147679,16.1997,0.0617668,0,-0.0264512,-0.0169986,-1.54923e-19
789640,0,0,0,1.48028e-29,0,6.79565e-32,209460,899.998,0.00178537,3.30461e-32,343.25,-0.21762,16.3991,-0.018484,0,-0.0259509,-0.0169986,-1.54923e-19
789640,0,0,0,1.44463e-29,0,6.63466e-32,209460,899.998,0.0017838,3.22504e-32,343.25,-0.479344,16.8414,-0.0433362,0,-0.0254507,-0.0169986,-1.54923e-19
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.0249504,-0.0169986,-1.54923e-19
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.0244502,-0.0169986,-1.54923e-19
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.02395,-0.0169986,-1.54923e-19
789933,4.99276e-06,0.0146994,7.17713,215.735,0.0290564,0.750816,209645,198.149,0.000363749,2.18509,344.431,0.0491574,-0.339944,-0.252723,0,-0.0234497,-0.0169986,-1.54923e-19
789934,5.05204e-06,0.0148141,7.10643,216.592,0.0287051,0.756689,209645,196.077,0.000359834,2.21698,344.433,0.0771777,-0.258639,-0.273046,0,-0.0229495,-0.0169986,-1.54923e-19
789935,4.38555e-06,0.0148673,7.17958,217.002,0.0288958,0.655373,209646,194.518,0.00035694,2.23794,344.437,-0.0342515,-0.025834,-0.25534,0,-0.0224493,-0.0169986,-1.54923e-19
789937,5.29181e-06,0.015209,6.83554,219.506,0.0274643,0.782026,209647,189.241,0.000346912,2.32817,344.441,-0.207693,-0.0409725,-0.324322,0,-0.021949,-0.0169986,-1.54923e-19
789937,7.03904e-06,0.0153101,6.355,220.198,0.0261304,1.03811,209646,190.136,0.000348408,2.32748,344.435,-0.301505,-0.0724605,-0.397566,0,-0.0214488,-0.0169986,-1.54923e-19
789935,8.15533e-06,0.0152116,6.08138,219.438,0.025657,1.20658,209644,194.067,0.000355667,2.27464,344.427,-0.282593,-0.0949642,-0.407469,0,-0.0209486,-0.0169986,-1.54923e-19
789934,8.87705e-06,0.0151387,5.93884,218.881,0.0254222,1.31576,209643,196.554,0.00036027,2.24081,344.422,-0.235287,-0.0933667,-0.38766,0,-0.0204483,-0.0169986,-1.54923e-19
789934,9.36855e-06,0.0151274,5.8607,218.787,0.0252222,1.38876,209643,197.258,0.000361555,2.23243,344.42,-0.194393,-0.079929,-0.359881,0,-0.0199481,-0.0169986,-1.54923e-19
789934,9.76691e-06,0.0151292,5.81794,218.794,0.0250701,1.44751,209643,197.43,0.000361859,2.23109,344.419,-0.15724,-0.0614718,-0.330234,0,-0.0194479,-0.0169986,-1.54923e-19
789934,1.00605e-05,0.0151435,5.81679,218.898,0.0249799,1.4902,209643,197.041,0.000361127,2.23698,344.419,-0.11942,-0.0335582,-0.288658,0,-0.0189476,-0.0169986,-1.54923e-19
789934,1.0359e-05,0.0151601,5.81352,219.021,0.0248788,1.53367,209643,196.611,0.000360317,2.24357,344.42,-0.0875163,-0.00684171,-0.235775,0,-0.0184474,-0.0169986,-1.54923e-19
789934,1.06678e-05,0.015187,5.81442,219.221,0.0247651,1.57806,209643,195.913,0.000359008,2.25407,344.421,-0.0782046,0.00564314,-0.170862,0,-0.0179471,-0.0169986,-1.54923e-19
789935,1.10053e-05,0.0152427,5.78137,219.633,0.0245476,1.62511,209643,194.824,0.000356953,2.27139,344.422,-0.0753694,-0.000887946,-0.109252,0,-0.0174469,-0.0169986,-1.54923e-19
789935,1.14642e-05,0.0153229,5.71693,220.221,0.0242213,1.68853,209644,193.399,0.000354259,2.29484,344.424,-0.0787302,-0.0229322,-0.0572461,0,-0.0169467,-0.0169986,-1.54923e-19
789936,1.1969e-05,0.0154142,5.64661,220.889,0.0238635,1.75769,209644,191.766,0.000351174,2.3221,344.426,-0.0745983,-0.0426826,-0.0117735,0,-0.0164464,-0.0169986,-1.54923e-19
789937,1.26467e-05,0.0155234,5.56339,221.685,0.0234288,1.85065,209644,189.795,0.000347452,2.35557,344.428,-0.0743498,-0.0338647,0.0261898,0,-0.0159462,-0.0169986,-1.54923e-19
789938,1.37247e-05,0.0156859,5.42588,222.861,0.0227648,1.99791,209645,186.968,0.000342111,2.40539,344.431,-0.0962516,-0.00414866,0.0559213,0,-0.015446,-0.0169986,-1.54923e-19
789939,1.49252e-05,0.0158824,5.22475,224.271,0.0219553,2.15921,209645,183.873,0.000336252,2.46296,344.434,-0.17048,-0.001313,0.0478518,0,-0.0149457,-0.0169986,-1.54923e-19
789940,1.53133e-05,0.0159786,5.07977,224.953,0.0215406,2.20869,209645,182.777,0.000334154,2.48569,344.435,-0.256031,-0.0377245,-0.0204798,0,-0.0144455,-0.0169986,-1.54923e-19
789939,1.49558e-05,0.0159595,5.02678,224.81,0.0215656,2.15812,209645,183.695,0.000335853,2.4712,344.434,-0.278281,-0.0892127,-0.114939,0,-0.0139453,-0.0169986,-1.54923e-19
789939,1.43605e-05,0.0158874,5.03743,224.286,0.0218043,2.0765,209644,185.355,0.000338962,2.44269,344.431,-0.220357,-0.15206,-0.205634,0,-0.013445,-0.0169986,-1.54923e-19
789938,1.38551e-05,0.0158417,5.06808,223.957,0.0220079,2.00649,209644,186.258,0.000340662,2.42645,344.43,-0.121305,-0.187971,-0.284149,0,-0.0129448,-0.0169986,-1.54923e-19
789938,1.3698e-05,0.0158435,5.07962,223.972,0.0220478,1.98375,209644,186.177,0.000340514,2.4274,344.431,-0.0244295,-0.18124,-0.337118,0,-0.0124445,-0.0169986,-1.54923e-19
789939,1.39102e-05,0.0158941,5.04722,224.337,0.0218833,2.01136,209645,185.26,0.000338787,2.44363,344.432,0.0406384,-0.133315,-0.368355,0,-0.0119443,-0.0169986,-1.54923e-19
789939,1.43862e-05,0.0159714,4.97299,224.891,0.0215752,2.07517,209645,184.009,0.000336424,2.46697,344.433,0.0809028,-0.074616,-0.377379,0,-0.0114441,-0.0169986,-1.54923e-19
789940,1.49874e-05,0.016057,4.87883,225.501,0.0212084,2.15622,209645,182.696,0.000333939,2.49222,344.435,0.0898115,-0.0256029,-0.367678,0,-0.0109438,-0.0169986,-1.54923e-19
789940,1.54573e-05,0.016118,4.80886,225.935,0.0209395,2.21966,209645,181.774,0.000332192,2.51034,344.435,0.0772583,-0.0160374,-0.349553,0,-0.0104436,-0.0169986,-1.54923e-19
789941,1.59491e-05,0.0161709,4.74857,226.311,0.0206951,2.28659,209645,180.951,0.000330633,2.52664,344.436,0.0663829,-0.0245566,-0.322502,0,-0.00994337,-0.0169986,-1.54923e-19
789941,1.69856e-05,0.016237,4.65645,226.775,0.0203058,2.43012,209645,179.942,0.000328714,2.54758,344.436,0.0556179,-0.015695,-0.296373,0,-0.00944313,-0.0169986,-1.54923e-19
789941,1.82003e-05,0.0162919,4.55146,227.156,0.0198946,2.59947,209645,179.224,0.000327333,2.56391,344.436,0.0358178,-0.00151488,-0.261765,0,-0.0089429,-0.0169986,-1.54923e-19
789941,1.82537e-05,0.016276,4.50752,227.036,0.0198536,2.60825,209645,179.884,0.000328548,2.55329,344.435,0.0284196,-0.031867,-0.231839,0,-0.00844266,-0.0169986,-1.54923e-19
789941,1.76048e-05,0.0162175,4.51065,226.616,0.0200467,2.51996,209644,181.298,0.00033119,2.52779,344.433,0.047301,-0.0778134,-0.209402,0,-0.00794243,-0.0169986,-1.54923e-19
789940,1.72794e-05,0.016192,4.5082,226.432,0.0201326,2.47536,209644,181.957,0.000332421,2.51613,344.432,0.0788601,-0.0820248,-0.166449,0,-0.00744219,-0.0169986,-1.54923e-19
789940,1.72216e-05,0.0161815,4.52721,226.355,0.0201865,2.4676,209644,182.067,0.000332631,2.5137,344.432,0.102883,-0.0630121,-0.100832,0,-0.00694195,-0.0169986,-1.54923e-19
789940,1.69241e-05,0.0161302,4.60785,225.988,0.0204273,2.42818,209644,182.664,0.000333774,2.50117,344.431,0.126638,-0.0446368,-0.0436457,0,-0.00644172,-0.0169986,-1.54923e-19
789940,1.63898e-05,0.0160588,4.71233,225.48,0.0207684,2.35623,209644,183.577,0.000335517,2.4824,344.43,0.140867,-0.0320143,-0.00737232,0,-0.00594148,-0.0169986,-1.54923e-19
789939,1.53354e-05,0.0159215,4.87689,224.5,0.0213858,2.21351,209644,185.609,0.000339373,2.44336,344.428,0.152473,-0.0315424,0.0186452,0,-0.00544125,-0.0169986,-1.54923e-19
789938,1.40195e-05,0.0157486,5.07035,223.263,0.0221554,2.03454,209644,188.276,0.000344431,2.39357,344.426,0.170601,-0.0441377,0.0439632,0,-0.00494101,-0.0169986,-1.54923e-19
789937,1.31915e-05,0.0156453,5.19569,222.523,0.0226471,1.92061,209644,189.816,0.00034736,2.36522,344.425,0.197892,-0.0535733,0.0663377,0,-0.00444077,-0.0169986,-1.54923e-19
789937,1.33633e-05,0.0156944,5.17629,222.88,0.0225057,1.94276,209644,188.84,0.000345526,2.38147,344.426,0.210095,-0.037859,0.0698149,0,-0.00394054,-0.0169986,-1.54923e-19
789938,1.42567e-05,0.0158439,5.05634,223.955,0.0219359,2.06306,209644,186.245,0.000340628,2.42769,344.429,0.183994,-0.00152416,0.0612889,0,-0.0034403,-0.0169986,-1.54923e-19
789939,1.47158e-05,0.0159546,4.9628,224.751,0.021534,2.12363,209645,184.411,0.00033716,2.46056,344.43,0.130063,0.0325927,0.058354,0,-0.00294007,-0.0169986,-1.54923e-19
789938,1.40272e-05,0.0158285,5.03114,223.836,0.0219474,2.0324,209644,186.846,0.000341733,2.41775,344.426,0.0593251,0.0393614,0.0768324,0,-0.00243983,-0.0169986,-1.54923e-19
789935,1.22387e-05,0.0154296,5.2795,220.931,0.0232879,1.7952,209643,194.242,0.000355665,2.29399,344.416,0.00469938,0.0203247,0.0963366,0,-0.00193959,-0.0169986,-1.54923e-19
789930,9.92348e-06,0.0147942,5.66119,216.236,0.0254223,1.48576,209640,206.187,0.00037823,2.11265,344.402,-0.0407018,0.0143982,0.0980134,0,-0.00143936,-0.0169986,-1.54923e-19
789923,7.33639e-06,0.0138926,6.19367,209.407,0.0285485,1.13223,209637,223.533,0.000411141,1.88504,344.381,-0.0870329,0.0198872,0.0945616,0,-0.000939122,-0.0169986,-1.54923e-19
789915,5.20657e-06,0.0129615,6.74319,202.135,0.0319414,0.831932,209633,241.983,0.000446317,1.67865,344.358,-0.115143,0.0110158,0.101874,0,-0.000438886,-0.0169986,-1.54923e-19
789908,3.70765e-06,0.0121834,7.23343,195.861,0.0350167,0.6112,209630,257.708,0.00047645,1.52502,344.337,-0.115668,-0.00300486,0.114041,0,6.13497e-05,-0.0169986,-1.54923e-19
789902,2.50954e-06,0.0114573,7.7395,189.82,0.0381757,0.426142,209627,272.549,0.000505057,1.39668,344.317,-0.0987804,-0.00462884,0.124364,0,0.000561586,-0.0169986,-1.54923e-19
789897,1.61045e-06,0.0108082,8.22592,184.279,0.041208,0.281772,209624,285.95,0.000531011,1.29091,344.299,-0.0770472,-0.000105879,0.131275,0,0.00106182,-0.0169986,-1.54923e-19
789893,1.10012e-06,0.0103762,8.58168,180.494,0.0433904,0.196479,209623,294.91,0.000548443,1.2255,344.286,-0.0571742,0.00613371,0.129408,0,0.00156206,-0.0169986,-1.54923e-19
789891,8.24652e-07,0.0101291,8.79883,178.295,0.044709,0.149175,209622,300.038,0.000558446,1.18948,344.278,-0.0486268,0.0162592,0.121261,0,0.00206229,-0.0169986,-1.54923e-19
